model	model_name	best_params	best_score	elapsed_time
LGBMClassifier()	LGBMClassifier	{'class_weight': 'balanced', 'learning_rate': 0.05, 'n_estimators': 100, 'n_jobs': -1, 'objective': 'binary', 'random_state': 69, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'subsample': 0.8}	0.9445082833224709	43790.0
